true_defect,defect_img_path,defect_image_name,img_shape,board,comp_id,comp_type,date
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424718110538/D2_C209.jpg,D2_C209.jpg,"(130, 53, 3)",0424718110538,C209,C,1125
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424718003091/D2_C215.jpg,D2_C215.jpg,"(57, 119, 3)",0424718003091,C215,C,1125
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424718003091/D1_C215.jpg,D1_C215.jpg,"(57, 119, 3)",0424718003091,C215,C,1125
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424718027240/D2_C107.jpg,D2_C107.jpg,"(83, 32, 3)",0424718027240,C107,C,1125
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424718027240/D1_C107.jpg,D1_C107.jpg,"(83, 32, 3)",0424718027240,C107,C,1125
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424718024603/D0_C48.jpg,D0_C48.jpg,"(140, 254, 3)",0424718024603,C48,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028540/D0_C210.jpg,D0_C210.jpg,"(58, 120, 3)",0424618028540,C210,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028772/D0_C531.jpg,D0_C531.jpg,"(407, 309, 3)",0424618028772,C531,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0423418013966/D1_C1090.jpg,D1_C1090.jpg,"(53, 27, 3)",0423418013966,C1090,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028179/D2_C517.jpg,D2_C517.jpg,"(387, 171, 3)",0424618028179,C517,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028179/D1_C517.jpg,D1_C517.jpg,"(387, 171, 3)",0424618028179,C517,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028728/D2_C105.jpg,D2_C105.jpg,"(83, 35, 3)",0424618028728,C105,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028728/D1_C105.jpg,D1_C105.jpg,"(83, 35, 3)",0424618028728,C105,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028546/D0_C830.jpg,D0_C830.jpg,"(82, 205, 3)",0424618028546,C830,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028910/D1_C144.jpg,D1_C144.jpg,"(83, 34, 3)",0424618028910,C144,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028910/D2_C144.jpg,D2_C144.jpg,"(83, 34, 3)",0424618028910,C144,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028691/D2_C830.jpg,D2_C830.jpg,"(82, 204, 3)",0424618028691,C830,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028691/D1_C830.jpg,D1_C830.jpg,"(82, 204, 3)",0424618028691,C830,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028698/D1_C530.jpg,D1_C530.jpg,"(310, 408, 3)",0424618028698,C530,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028698/D2_C530.jpg,D2_C530.jpg,"(310, 408, 3)",0424618028698,C530,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028538/D0_C109.jpg,D0_C109.jpg,"(83, 34, 3)",0424618028538,C109,C,1125
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1125/0424618028761/D0_C517.jpg,D0_C517.jpg,"(387, 171, 3)",0424618028761,C517,C,1125
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918056676/D2_C514.jpg,D2_C514.jpg,"(51, 130, 3)",0424918056676,C514,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918056676/D1_C514.jpg,D1_C514.jpg,"(51, 130, 3)",0424918056676,C514,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918058112/D0_C7.jpg,D0_C7.jpg,"(209, 101, 3)",0424918058112,C7,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918056392/D1_C209.jpg,D1_C209.jpg,"(130, 53, 3)",0424918056392,C209,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918055520/D2_C209.jpg,D2_C209.jpg,"(130, 53, 3)",0424918055520,C209,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918054868/D1_C209.jpg,D1_C209.jpg,"(130, 53, 3)",0424918054868,C209,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918054868/D2_C209.jpg,D2_C209.jpg,"(130, 53, 3)",0424918054868,C209,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918058639/D2_C35.jpg,D2_C35.jpg,"(131, 54, 3)",0424918058639,C35,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918058639/D1_C35.jpg,D1_C35.jpg,"(131, 54, 3)",0424918058639,C35,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918057647/D2_C215.jpg,D2_C215.jpg,"(58, 119, 3)",0424918057647,C215,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918057647/D1_C215.jpg,D1_C215.jpg,"(58, 119, 3)",0424918057647,C215,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918057653/D2_C32.jpg,D2_C32.jpg,"(131, 54, 3)",0424918057653,C32,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918057653/D2_C204.jpg,D2_C204.jpg,"(58, 120, 3)",0424918057653,C204,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918057653/D1_C32.jpg,D1_C32.jpg,"(131, 54, 3)",0424918057653,C32,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918057653/D1_C204.jpg,D1_C204.jpg,"(58, 120, 3)",0424918057653,C204,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918057652/D0_C219.jpg,D0_C219.jpg,"(58, 119, 3)",0424918057652,C219,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918054889/D2_C209.jpg,D2_C209.jpg,"(130, 53, 3)",0424918054889,C209,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918056344/D1_C209.jpg,D1_C209.jpg,"(130, 53, 3)",0424918056344,C209,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918056344/D2_C209.jpg,D2_C209.jpg,"(130, 53, 3)",0424918056344,C209,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918056264/D2_C209.jpg,D2_C209.jpg,"(130, 53, 3)",0424918056264,C209,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918056899/D2_C513.jpg,D2_C513.jpg,"(130, 51, 3)",0424918056899,C513,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918056899/D1_C513.jpg,D1_C513.jpg,"(130, 51, 3)",0424918056899,C513,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918058529/D1_C137.jpg,D1_C137.jpg,"(33, 84, 3)",0424918058529,C137,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918058529/D2_C137.jpg,D2_C137.jpg,"(32, 84, 3)",0424918058529,C137,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918054891/D1_C209.jpg,D1_C209.jpg,"(130, 53, 3)",0424918054891,C209,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918058412/D0_C3.jpg,D0_C3.jpg,"(101, 208, 3)",0424918058412,C3,C,1209
defect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918056715/D0_C39.jpg,D0_C39.jpg,"(131, 54, 3)",0424918056715,C39,C,1209
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1209/0424918055472/D2_C209.jpg,D2_C209.jpg,"(131, 53, 3)",0424918055472,C209,C,1209
