true_defect,defect_img_path,defect_image_name,img_shape,board,comp_id,comp_type,date
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036838/D1_U7.jpg,D1_U7.jpg,"(1907, 1752, 3)",0424018036838,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036838/D1_C42.jpg,D1_C42.jpg,"(131, 54, 3)",0424018036838,C42,C,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036898/D0_D6.jpg,D0_D6.jpg,"(193, 264, 3)",0424018036898,D6,D,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036865/D0_U7.jpg,D0_U7.jpg,"(1907, 1752, 3)",0424018036865,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036891/D0_U7.jpg,D0_U7.jpg,"(1907, 1752, 3)",0424018036891,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036789/D0_C531.jpg,D0_C531.jpg,"(407, 309, 3)",0424018036789,C531,C,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036789/D0_U7.jpg,D0_U7.jpg,"(1907, 1752, 3)",0424018036789,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018037032/D1_U7.jpg,D1_U7.jpg,"(1907, 1751, 3)",0424018037032,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036742/D0_U7.jpg,D0_U7.jpg,"(1907, 1752, 3)",0424018036742,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036910/D1_U7.jpg,D1_U7.jpg,"(1907, 1752, 3)",0424018036910,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036745/D1_U4.jpg,D1_U4.jpg,"(336, 499, 3)",0424018036745,U4,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036773/D1_U7.jpg,D1_U7.jpg,"(1907, 1752, 3)",0424018036773,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018037003/D0_U7.jpg,D0_U7.jpg,"(1907, 1752, 3)",0424018037003,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036780/D0_U7.jpg,D0_U7.jpg,"(1907, 1751, 3)",0424018036780,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036981/D0_U7.jpg,D0_U7.jpg,"(1907, 1751, 3)",0424018036981,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036727/D0_U7.jpg,D0_U7.jpg,"(1907, 1752, 3)",0424018036727,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036972/D1_U7.jpg,D1_U7.jpg,"(1907, 1752, 3)",0424018036972,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036986/D0_U7.jpg,D0_U7.jpg,"(1907, 1752, 3)",0424018036986,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036944/D0_U7.jpg,D0_U7.jpg,"(1907, 1751, 3)",0424018036944,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036716/D0_U7.jpg,D0_U7.jpg,"(1907, 1752, 3)",0424018036716,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036943/D1_U7.jpg,D1_U7.jpg,"(1907, 1751, 3)",0424018036943,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036920/D0_U7.jpg,D0_U7.jpg,"(1907, 1751, 3)",0424018036920,U7,U,1020
notdefect,/Users/zhangjiawei/Code/Micro-specialization/NVIDIA_CV_Inspection/data/AOI_DL_data_1020/0424018036775/D1_U7.jpg,D1_U7.jpg,"(1907, 1752, 3)",0424018036775,U7,U,1020
